Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Toyota Corolla 9th (E120) Generation 2004 2.0D Saloon,2004,2150000,2150000,151000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2004 2.0D Special Edition,2004,1580000,1580000,150000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2004 Altis Automatic 1.8,2004,2000000,2000000,200000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2004 GLi 1.3,2004,2200000,2200000,300000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2004 SE Saloon,2004,2530000,2530000,185000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2004 SE Saloon Automatic,2004,2550000,2550000,89000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2004 XLi,2004,2400000,2400000,166000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 2.0D,2005,2115000,2115000,350,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 2.0D Saloon,2005,2350000,2350000,10,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 2.0D Special Edition,2005,1720000,1720000,150000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 Altis Automatic 1.8,2005,2750000,2750000,80000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2005 GLi 1.3,2005,2450000,2450000,1,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 SE Saloon,2005,2400000,2400000,135000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2005 SE Saloon Automatic,2005,2150000,2150000,200000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2005 XLi,2005,2970000,2970000,86000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 ,2006,1500000,1500000,200000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 2.0D,2006,2585000,2585000,98000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 2.0D Saloon,2006,2860000,2860000,335275,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 2.0D Special Edition,2006,1700000,1700000,100000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 Altis 1.8,2006,2900000,2900000,80000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 Altis Automatic 1.8,2006,2750000,2750000,157000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2006 GLi 1.3,2006,2750000,2750000,98000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 SE Saloon,2006,1300000,1300000,100000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2006 SE Saloon Automatic,2006,2000000,2000000,30000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2006 XLi,2006,2350000,2350000,261039,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 ,2007,3300000,3300000,152000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 2.0D Saloon,2007,3900000,3900000,75600,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 2.0D Special Edition,2007,2160000,2160000,200000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 Altis 1.8,2007,2600000,2600000,178000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 Altis Automatic 1.8,2007,2390000,2390000,174800,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2007 GLi 1.3,2007,3000000,3000000,93500,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2007 XLi,2007,2700000,2700000,171000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 2.0D,2008,3690000,3690000,52000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 2.0D Saloon,2008,1850000,1850000,172000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 2.0D Special Edition,2008,2350000,2350000,225000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 Altis 1.8,2008,2550000,2550000,120000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 Altis Automatic 1.8,2008,3050000,3050000,98000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2008 GLi 1.3,2008,2690000,2690000,185000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2008 XLi,2008,2775000,2775000,250000,Petrol,Customer,Manual
Toyota Corolla Axio  2003 ,2003,2500000,2500000,190000,Petrol,Customer,Automatic
Toyota Corolla Axio  2006 ,2006,2725000,2725000,135000,Petrol,Customer,Manual
Toyota Corolla Axio  2006 G,2006,4500000,4500000,100000,Petrol,Customer,Automatic
Toyota Corolla Axio  2006 G Kurashiko,2006,3300000,3300000,132000,Petrol,Customer,Automatic
Toyota Corolla Axio  2006 Luxel Alpha Edition 1.8,2006,4200000,4200000,175731,Petrol,PakWheels,Automatic
Toyota Corolla Axio  2006 X 1.5,2006,3300000,3300000,200000,Petrol,Customer,Automatic
Toyota Corolla Axio  2006 X HID Limited 1.5,2006,2760000,2760000,260055,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 ,2007,3500000,3500000,200000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 G,2007,4900000,4900000,45000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 G Kurashiko,2007,3750000,3750000,100000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 Luxel 1.8,2007,3600000,3600000,110000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 Luxel Alpha Edition 1.8,2007,4400000,4400000,220000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 X 1.5,2007,3900000,3900000,76000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 X HID Extra Limited 1.5,2007,3550000,3550000,123,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 X HID Limited 1.5,2007,3325000,3325000,145000,Petrol,Customer,Automatic
Toyota Corolla Axio  2007 X Special Edition 1.5,2007,4250000,4250000,110000,Petrol,Customer,Automatic
Toyota Corolla Axio  2008 G,2008,3375000,3375000,180000,Petrol,Customer,Automatic
Toyota Corolla Axio  2009 G,2009,5000000,5000000,51000,Petrol,Customer,Automatic
Toyota Corolla Axio  2009 X Special Edition 1.5,2009,3900000,3900000,190000,Petrol,Customer,Automatic
Toyota Corolla Axio  2010 X 1.5,2010,4250000,4250000,195000,Petrol,Customer,Automatic
Toyota Corolla Axio  2010 X HID Extra Limited 1.5,2010,4500000,4500000,100000,Petrol,Customer,Automatic
Toyota Corolla Axio  2011 G,2011,3500000,3500000,250000,Petrol,Customer,Automatic
Toyota Corolla Axio  2012 Luxel 1.5,2012,4250000,4250000,140000,Petrol,Customer,Automatic
Toyota Corolla Axio  2012 X 1.3,2012,4150000,4150000,157000,Petrol,Customer,Automatic
Toyota Corolla Axio  2012 X 1.5,2012,3450000,3450000,200000,Petrol,Customer,Automatic
Toyota Corolla Axio  2013 ,2013,3250000,3250000,10000,Petrol,Customer,Automatic
Toyota Corolla Axio  2013 G,2013,4750000,4750000,86000,Petrol,Customer,Automatic
Toyota Corolla Axio  2013 Hybrid 1.5,2013,6000000,6000000,87000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2014 Hybrid 1.5,2014,4850000,4850000,73786,Hybrid,Customer,Automatic
Toyota Corolla Axio  2014 X 1.5,2014,4700000,4700000,120000,Petrol,Customer,Automatic
Toyota Corolla Axio  2015 ,2015,5300000,5300000,153500,Hybrid,Customer,Automatic
Toyota Corolla Axio  2015 G,2015,4960000,4960000,115000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2015 Hybrid 1.5,2015,5750000,5750000,82000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2015 WXB,2015,4450000,4450000,118000,Petrol,Customer,Automatic
Toyota Corolla Axio  2015 X 1.5,2015,5000000,5000000,93000,Petrol,Customer,Automatic
Toyota Corolla Axio  2016 ,2016,6000000,6000000,145607,Hybrid,Customer,Automatic
Toyota Corolla Axio  2016 Hybrid 1.5,2016,6650000,6650000,84000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2017 Hybrid 1.5,2017,6500000,6500000,70000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2017 WXB,2017,6700000,6700000,64900,Petrol,Customer,Automatic
Toyota Corolla Axio  2017 X 1.5,2017,4750000,4750000,100000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2018 ,2018,5980000,5980000,137000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2018 G,2018,6200000,6200000,142549,Petrol,PakWheels,Automatic
Toyota Corolla Axio  2018 Hybrid 1.5,2018,7700000,7700000,19000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2018 WXB,2018,8500000,8500000,7688,Petrol,Customer,Automatic
Toyota Corolla Axio  2018 X 1.5,2018,5900000,5900000,154000,Petrol,Customer,Automatic
Toyota Corolla Axio  2019 Hybrid 1.5,2019,9000000,9000000,40000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2020 ,2020,7500000,7500000,39000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2020 G,2020,6900000,6900000,46000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2020 Hybrid 1.5,2020,8200000,8200000,26000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2021 ,2021,8200000,8200000,97000,Hybrid,Customer,Automatic
Toyota Corolla Axio  2021 Hybrid 1.5,2021,9100000,9100000,56000,Petrol,Customer,Automatic
Toyota Corolla Axio  2022 ,2022,9000000,9000000,134000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2005 ,2005,1500000,1500000,315000,Petrol,Customer,Automatic
Toyota Corolla Cross  2013 ,2013,2550000,2550000,65000,Petrol,Customer,Manual
Toyota Corolla Cross  2021 ,2021,17000000,17000000,8000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2021 Hybrid Z,2021,12800000,12800000,70000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2021 Premium High Grade,2021,9800000,9800000,60000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2022 ,2022,16600000,16600000,5000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2022 1.8,2022,14600000,14600000,22740,Hybrid,Customer,Automatic
Toyota Corolla Cross  2022 1.8 HEV X,2022,9325000,9325000,24000,Hybrid,Customer,Automatic
Toyota Corolla Cross  2023 ,2023,16500000,16500000,2500,Hybrid,Customer,Automatic
Toyota Corolla Cross  2023 1.8 HEV X,2023,9600000,9600000,2200,Hybrid,Customer,Automatic
Toyota Corolla Cross  2024 ,2024,12500000,12500000,1500,Hybrid,Customer,Automatic
Toyota Corolla Cross  2024 1.8,2024,8100000,8100000,95,Petrol,Customer,Automatic
Toyota Corolla Cross  2024 1.8 HEV,2024,9200000,9200000,300,Hybrid,Customer,Automatic
Toyota Corolla Cross  2024 1.8 HEV X,2024,10600000,10600000,6550,Hybrid,PakWheels,Automatic
Toyota Corolla Cross  2024 1.8 X,2024,12000000,12000000,1900,Petrol,Customer,Automatic
Toyota Corolla Cross  2024 Premium High Grade,2024,10200000,10200000,5250,Hybrid,Customer,Automatic
Toyota Corolla Cross  2024 Smart Mid Grade,2024,10000000,10000000,979,Hybrid,PakWheels,Automatic
Toyota Corolla Cross HEV  2021 ,2021,9200000,9200000,12254,Petrol,PakWheels,Automatic
Toyota Corolla Cross HEV  2022 ,2022,9750000,9750000,14900,Hybrid,Customer,Automatic
Toyota Corolla Cross HEV  2024 ,2024,9600000,9600000,4200,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2001 ,2001,2950000,2950000,12345,Petrol,Customer,Automatic
Toyota Corolla Fielder  2002 ,2002,3500000,3500000,322022,Petrol,Customer,Automatic
Toyota Corolla Fielder  2003 ,2003,2650000,2650000,1,Petrol,Customer,Automatic
Toyota Corolla Fielder  2006 ,2006,3600000,3600000,187000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2006 X,2006,3800000,3800000,120000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2006 X 202,2006,2600000,2600000,168000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2006 X G Edition,2006,3150000,3150000,140,Petrol,Customer,Automatic
Toyota Corolla Fielder  2006 X Special Edition,2006,3350000,3350000,198000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 ,2007,3400000,3400000,127000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 S Aerotourer,2007,3600000,3600000,200000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 X,2007,3500000,3500000,147000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 X G Edition,2007,3800000,3800000,1234,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 X HID Extra Limited,2007,3850000,3850000,170000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2007 X Special Edition,2007,3299000,3299000,12345,Petrol,Customer,Automatic
Toyota Corolla Fielder  2008 X,2008,3400000,3400000,1,Petrol,Customer,Automatic
Toyota Corolla Fielder  2012 X Light,2012,3650000,3650000,170000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2013 G,2013,2350000,2350000,95000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2013 Hybrid,2013,4700000,4700000,80000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2014 ,2014,5000000,5000000,150000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2014 Hybrid,2014,5750000,5750000,190000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2015 G,2015,4400000,4400000,96733,Petrol,Customer,Automatic
Toyota Corolla Fielder  2015 Hybrid,2015,5250000,5250000,140000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2015 Hybrid G  WB ,2015,5500000,5500000,105000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2016 Hybrid,2016,5600000,5600000,98000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2017 Hybrid,2017,5700000,5700000,154000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2017 Hybrid G  WB ,2017,7200000,7200000,97000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2018 ,2018,6600000,6600000,140000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2018 Hybrid,2018,6750000,6750000,165000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2018 Hybrid G  WB ,2018,7000000,7000000,61000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2018 X,2018,6500000,6500000,79726,Petrol,PakWheels,Automatic
Toyota Corolla Fielder  2019 Hybrid,2019,7200000,7200000,91000,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2020 ,2020,7000000,7000000,110000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2020 Hybrid,2020,7250000,7250000,88000,Petrol,Customer,Automatic
Toyota Corolla Fielder  2020 S,2020,6800000,6800000,96138,Hybrid,Customer,Automatic
Toyota Corolla Fielder  2021 ,2021,7200000,7200000,19000,Hybrid,Customer,Automatic
Toyota Corolla Hatchback  2012 ,2012,2680000,2680000,125000,Petrol,Customer,Manual
Toyota Corolla Hybrid  2017 ,2017,5700000,5700000,105000,Petrol,Customer,Automatic
Toyota Corolla Hybrid  2018 ,2018,8800000,8800000,45000,Hybrid,Customer,Automatic
Toyota Corolla Hybrid  2019 ,2019,8300000,8300000,82000,Hybrid,Customer,Automatic
Toyota Corolla Hybrid  2020 ,2020,8970000,8970000,135000,Hybrid,Customer,Automatic
Toyota Corolla Hybrid  2024 ,2024,9000000,9000000,77000,Hybrid,Customer,Automatic
Toyota Corolla Touring  1997 ,1997,2650000,2650000,275000,Petrol,Customer,Automatic
Toyota Corolla Touring  2020 ,2020,9200000,9200000,97350,Hybrid,Customer,Automatic
Toyota Corolla Touring  2020 Hybrid WxB,2020,9200000,9200000,30700,Hybrid,Customer,Automatic
Toyota Corolla Touring  2021 ,2021,11399999,11399999,33372,Hybrid,Customer,Automatic
Toyota Corolla Touring  2021 Hybrid WxB,2021,9850000,9850000,73000,Hybrid,Customer,Automatic
Toyota Corona  1973 ,1973,1150000,1150000,156000,Petrol,Customer,Manual
Toyota Corona  1973 DX,1973,1350000,1350000,50000,Petrol,Customer,Manual
Toyota Corona  1976 ,1976,1200000,1200000,200000,Diesel,Customer,Manual
Toyota Corona  1979 ,1979,850000,850000,400000,Petrol,Customer,Automatic
Toyota Corona  1982 ,1982,1200000,1200000,10000,Petrol,Customer,Automatic
Toyota Corona  1983 ,1983,1550000,1550000,250000,Petrol,Customer,Automatic
Toyota Corona  1985 ,1985,550000,550000,1000000,Petrol,Customer,Automatic
Toyota Corona  1987 EX Saloon,1987,850000,850000,123456,Petrol,Customer,Automatic
Toyota Corona  1990 EX Saloon,1990,2500000,2500000,138000,Petrol,Customer,Automatic
Toyota Corona  1991 EX Saloon,1991,819999,819999,167000,Petrol,Customer,Automatic
Toyota Corona  1992 ,1992,1850000,1850000,150000,Petrol,Customer,Manual
Toyota Corona  1992 DX,1992,925000,925000,150000,Petrol,Customer,Manual
Toyota Corona  1993 ,1993,1685000,1685000,49000,Petrol,Customer,Manual
Toyota Corona  1993 DX,1993,1450000,1450000,100,Petrol,Customer,Automatic
Toyota Corona  1994 ,1994,1120000,1120000,150000,Petrol,Customer,Manual
Toyota Corona  1996 ,1996,1685000,1685000,212000,Petrol,Customer,Manual
Toyota Corona  1996 DX,1996,1500000,1500000,150000,Petrol,Customer,Manual
Toyota Corona  2007 ,2007,1549000,1549000,212500,Petrol,Customer,Manual
Toyota Cressida  1980 ,1980,580000,580000,7866,Petrol,Customer,Manual
Toyota Cressida  1984 GL,1984,750000,750000,200000,Diesel,Customer,Manual
Toyota Cressida  1989 ,1989,2100000,2100000,123456,Petrol,Customer,Manual
Toyota Cressida  1990 ,1990,1450000,1450000,60000,Petrol,Customer,Manual
Toyota Cressida  1992 ,1992,2250000,2250000,170000,Petrol,Customer,Manual
Toyota Crown  1981 ,1981,1300000,1300000,890800,Petrol,Customer,Automatic
Toyota Crown  1985 ,1985,1150000,1150000,200000,Petrol,Customer,Automatic
Toyota Crown  1987 ,1987,2300000,2300000,180530,Petrol,Customer,Automatic
Toyota Crown  1988 ,1988,1150000,1150000,1,Petrol,Customer,Automatic
Toyota Crown  1990 ,1990,3200000,3200000,202200,Petrol,Customer,Automatic
Toyota Crown  1991 Royal Saloon G,1991,1900000,1900000,189000,Petrol,Customer,Automatic
Toyota Crown  1992 Royal Saloon,1992,2325000,2325000,139000,Petrol,Customer,Automatic
Toyota Crown  1992 Royal Saloon G,1992,1200000,1200000,100000,Petrol,Customer,Automatic
Toyota Crown  1993 Royal Saloon,1993,1800000,1800000,150000,Petrol,Customer,Automatic
Toyota Crown  1994 Super Select,1994,2000000,2000000,100000,Petrol,Customer,Automatic
Toyota Crown  1995 ,1995,2050000,2050000,240000,Petrol,Customer,Automatic
Toyota Crown  1995 Royal Saloon,1995,1750000,1750000,300000,Petrol,Customer,Automatic
Toyota Crown  1996 Royal Saloon,1996,3000000,3000000,155000,Petrol,Customer,Automatic
Toyota Crown  1997 ,1997,3400000,3400000,195000,Diesel,Customer,Automatic
Toyota Crown  1998 Super Select,1998,3050000,3050000,118000,Petrol,Customer,Automatic
Toyota Crown  1999 Royal Saloon,1999,2800000,2800000,88000,Petrol,Customer,Automatic
Toyota Crown  2000 Royal Saloon,2000,4300000,4300000,123456,Petrol,Customer,Automatic
Toyota Crown  2000 Royal Saloon G,2000,4850000,4850000,186000,Petrol,Customer,Automatic
Toyota Crown  2001 Athlete,2001,4000000,4000000,144000,Petrol,Customer,Automatic
Toyota Crown  2004 ,2004,11500000,11500000,150000,Petrol,Customer,Automatic
Toyota Crown  2004 Athlete,2004,6300000,6300000,137050,Petrol,Customer,Automatic
Toyota Crown  2004 Athlete G Package,2004,7000000,7000000,66500,Petrol,Customer,Automatic
Toyota Crown  2004 Royal Saloon,2004,6100000,6100000,100674,Petrol,PakWheels,Automatic
Toyota Crown  2004 Royal Saloon G,2004,8000000,8000000,99000,Petrol,Customer,Automatic
Toyota Crown  2005 ,2005,10000000,10000000,86000,Petrol,Customer,Automatic
Toyota Crown  2005 Athlete G Package,2005,7800000,7800000,92000,Petrol,Customer,Automatic
Toyota Crown  2005 Royal Saloon,2005,7500000,7500000,105000,Petrol,Customer,Automatic
Toyota Crown  2005 Royal Saloon G,2005,6800000,6800000,123400,Petrol,Customer,Automatic
Toyota Crown  2006 ,2006,6950000,6950000,120000,Petrol,Customer,Automatic
Toyota Crown  2006 Athlete Premium,2006,6800000,6800000,160000,Petrol,Customer,Automatic
Toyota Crown  2006 Royal Saloon,2006,8000000,8000000,120000,Petrol,Customer,Automatic
Toyota Crown  2006 Royal Saloon G,2006,7000000,7000000,100000,Petrol,Customer,Automatic
Toyota Crown  2007 Royal Saloon G,2007,7200000,7200000,86000,Petrol,Customer,Automatic
Toyota Crown  2008 Athlete Anniversary Edition,2008,12500000,12500000,75000,Petrol,Customer,Automatic
Toyota Crown  2008 Royal Saloon Premium,2008,7790000,7790000,138000,Petrol,Customer,Automatic
Toyota Crown  2009 Athlete Anniversary Edition,2009,12900000,12900000,90000,Petrol,Customer,Automatic
Toyota Crown  2010 Athlete,2010,8950000,8950000,71000,Petrol,Customer,Automatic
Toyota Crown  2011 Athlete Anniversary Edition,2011,13799999,13799999,163000,Hybrid,Customer,Automatic
Toyota Crown  2013 Athlete,2013,14500000,14500000,165000,Petrol,Customer,Automatic
Toyota Crown  2013 Athlete G Package,2013,14500000,14500000,45000,Petrol,Customer,Automatic
Toyota Crown  2013 Athlete S Package,2013,14500000,14500000,96000,Petrol,Customer,Automatic
Toyota Crown  2013 Royal Saloon,2013,15000000,15000000,105630,Petrol,Customer,Automatic
Toyota Crown  2013 Royal Saloon G,2013,12200000,12200000,112000,Petrol,Customer,Automatic
Toyota Crown  2014 Athlete,2014,13500000,13500000,77000,Petrol,Customer,Automatic
Toyota Crown  2014 Royal Saloon,2014,13000000,13000000,110000,Petrol,Customer,Automatic
Toyota Crown  2014 Royal Saloon G,2014,14100000,14100000,120000,Hybrid,Customer,Automatic
Toyota Crown  2015 Athlete S Package,2015,17000000,17000000,65279,Hybrid,Customer,Automatic
Toyota Crown  2017 Athlete S Package,2017,22500000,22500000,32203,Petrol,PakWheels,Automatic
Toyota Crown  2018 ,2018,23000000,23000000,45000,Petrol,Customer,Automatic
Toyota Crown  2018 RS Advance,2018,23300000,23300000,52135,Hybrid,Customer,Automatic
